EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.07,0.0005,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.07,0.0008,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.07,0.001,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.07,0.0015,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.07,0.002,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.07,0.0025,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.07,0.003,2.9055,2263.77,-39.318,-27.709,57.575,0.6739,False
0.08,0.0,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.08,0.0005,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.08,0.0008,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.08,0.001,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.08,0.0015,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.08,0.002,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.08,0.0025,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.08,0.003,2.9861,2979.77,-49.292,-27.005,60.451,0.6738,False
0.09,0.0,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.09,0.0005,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.09,0.0008,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.09,0.001,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.09,0.0015,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.09,0.002,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.09,0.0025,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,False
0.09,0.003,3.1817,4183.79,-48.151,-25.524,86.889,0.5557,True
0.1,0.0,2.4799,1820.13,-67.89,-28.864,26.81,0.8,False
