L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.7,0.8,1.3007,53.21,-29.134,-6.372,1.826,0.938,False
0.7,1.0,1.2541,62.73,-35.148,-7.965,1.785,0.9937,False
0.7,1.2,1.2385,73.39,-40.716,-9.558,1.802,1.0202,False
0.7,1.4,1.2385,84.8,-45.867,-11.151,1.849,1.0204,False
0.7,1.5,1.2385,90.23,-48.294,-11.947,1.868,1.0204,False
0.7,1.6,1.2385,95.47,-50.626,-12.744,1.886,1.0204,False
0.7,1.8,1.2385,105.22,-55.02,-14.337,1.912,1.0204,False
0.7,2.0,1.2385,113.9,-59.073,-15.93,1.928,1.0204,False
0.75,0.6,1.3619,42.92,-22.62,-4.779,1.897,0.8852,False
0.75,0.8,1.3007,53.21,-29.134,-6.372,1.826,0.938,False
0.75,1.0,1.2541,62.73,-35.148,-7.965,1.785,0.9937,False
0.75,1.2,1.2385,73.39,-40.716,-9.558,1.802,1.0202,False
0.75,1.4,1.2385,84.8,-45.867,-11.151,1.849,1.0204,False
0.75,1.5,1.2385,90.23,-48.294,-11.947,1.868,1.0204,False
0.75,1.6,1.2385,95.47,-50.626,-12.744,1.886,1.0204,False
0.75,1.8,1.2385,105.22,-55.02,-14.337,1.912,1.0204,False
0.75,2.0,1.2385,113.9,-59.073,-15.93,1.928,1.0204,False
0.8,0.6,1.3619,42.92,-22.62,-4.779,1.897,0.8852,False
0.8,0.8,1.3007,53.21,-29.134,-6.372,1.826,0.938,False
0.8,1.0,1.2541,62.73,-35.148,-7.965,1.785,0.9937,False
0.8,1.2,1.2385,73.39,-40.716,-9.558,1.802,1.0202,False
0.8,1.4,1.2385,84.8,-45.867,-11.151,1.849,1.0204,False
0.8,1.5,1.2385,90.23,-48.294,-11.947,1.868,1.0204,False
0.8,1.6,1.2385,95.47,-50.626,-12.744,1.886,1.0204,False
0.8,1.8,1.2385,105.22,-55.02,-14.337,1.912,1.0204,False
0.8,2.0,1.2385,113.9,-59.073,-15.93,1.928,1.0204,False
0.9,0.6,1.3619,42.92,-22.62,-4.779,1.897,0.8852,False
0.9,0.8,1.3007,53.21,-29.134,-6.372,1.826,0.938,False
0.9,1.0,1.2541,62.73,-35.148,-7.965,1.785,0.9937,False
0.9,1.2,1.2385,73.39,-40.716,-9.558,1.802,1.0202,False
0.9,1.4,1.2385,84.8,-45.867,-11.151,1.849,1.0204,False
0.9,1.5,1.2385,90.23,-48.294,-11.947,1.868,1.0204,False
0.9,1.6,1.2385,95.47,-50.626,-12.744,1.886,1.0204,False
0.9,1.8,1.2385,105.22,-55.02,-14.337,1.912,1.0204,False
0.9,2.0,1.2385,113.9,-59.073,-15.93,1.928,1.0204,False
1.0,0.6,1.3619,42.92,-22.62,-4.779,1.897,0.8852,False
1.0,0.8,1.3007,53.21,-29.134,-6.372,1.826,0.938,False
1.0,1.0,1.2541,62.73,-35.148,-7.965,1.785,0.9937,False
1.0,1.2,1.2385,73.39,-40.716,-9.558,1.802,1.0202,False
1.0,1.4,1.2385,84.8,-45.867,-11.151,1.849,1.0204,False
1.0,1.5,1.2385,90.23,-48.294,-11.947,1.868,1.0204,False
1.0,1.6,1.2385,95.47,-50.626,-12.744,1.886,1.0204,False
1.0,1.8,1.2385,105.22,-55.02,-14.337,1.912,1.0204,False
1.0,2.0,1.2385,113.9,-59.073,-15.93,1.928,1.0204,False
