EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,-0.04,0.8,35.87,-74.617,-19.734,0.481,2.5091,False
0.0,-0.05,0.836,43.76,-66.398,-23.738,0.659,3.1691,False
0.0,-0.055,0.8161,40.41,-67.267,-25.168,0.601,3.0083,False
0.0,-0.06,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.0,-0.065,0.8044,37.68,-65.297,-29.645,0.577,3.0629,False
0.0,-0.07,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0,-0.075,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0,-0.08,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0,-0.085,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0,-0.1,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0005,-0.04,0.8,35.87,-74.617,-19.734,0.481,2.5091,False
0.0005,-0.05,0.836,43.76,-66.398,-23.738,0.659,3.1691,False
0.0005,-0.055,0.8161,40.41,-67.267,-25.168,0.601,3.0083,False
0.0005,-0.06,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.0005,-0.065,0.8044,37.68,-65.297,-29.645,0.577,3.0629,False
0.0005,-0.07,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0005,-0.075,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0005,-0.08,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0005,-0.085,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0005,-0.1,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0008,-0.04,0.8,35.87,-74.617,-19.734,0.481,2.5091,False
0.0008,-0.05,0.836,43.76,-66.398,-23.738,0.659,3.1691,False
0.0008,-0.055,0.8161,40.41,-67.267,-25.168,0.601,3.0083,False
0.0008,-0.06,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.0008,-0.065,0.8044,37.68,-65.297,-29.645,0.577,3.0629,False
0.0008,-0.07,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0008,-0.075,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0008,-0.08,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0008,-0.085,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0008,-0.1,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.001,-0.04,0.8,35.87,-74.617,-19.734,0.481,2.5091,False
0.001,-0.05,0.836,43.76,-66.398,-23.738,0.659,3.1691,False
0.001,-0.055,0.8161,40.41,-67.267,-25.168,0.601,3.0083,False
0.001,-0.06,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.001,-0.065,0.8044,37.68,-65.297,-29.645,0.577,3.0629,False
0.001,-0.07,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.001,-0.075,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.001,-0.08,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.001,-0.085,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.001,-0.1,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0015,-0.04,0.8,35.87,-74.617,-19.734,0.481,2.5091,False
0.0015,-0.05,0.836,43.76,-66.398,-23.738,0.659,3.1691,False
0.0015,-0.055,0.8161,40.41,-67.267,-25.168,0.601,3.0083,False
0.0015,-0.06,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.0015,-0.065,0.8044,37.68,-65.297,-29.645,0.577,3.0629,False
0.0015,-0.07,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0015,-0.075,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0015,-0.08,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0015,-0.085,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.0015,-0.1,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
0.002,-0.04,0.8,35.87,-74.617,-19.734,0.481,2.5091,False
0.002,-0.05,0.836,43.76,-66.398,-23.738,0.659,3.1691,False
0.002,-0.055,0.8161,40.41,-67.267,-25.168,0.601,3.0083,False
0.002,-0.06,0.8194,40.42,-65.297,-28.424,0.619,3.0496,False
0.002,-0.065,0.8044,37.68,-65.297,-29.645,0.577,3.0629,False
0.002,-0.07,0.8269,41.88,-65.297,-27.302,0.641,3.0364,False
