EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.07,0.0005,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.07,0.0008,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.07,0.001,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.07,0.0015,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.07,0.002,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.07,0.0025,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.07,0.003,3.1932,5628.59,-43.828,-23.458,128.424,0.6049,False
0.08,0.0,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.08,0.0005,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.08,0.0008,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.08,0.001,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.08,0.0015,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.08,0.002,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.08,0.0025,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.08,0.003,3.4827,10808.47,-43.362,-25.358,249.262,0.4781,False
0.09,0.0,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.09,0.0005,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.09,0.0008,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.09,0.001,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.09,0.0015,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.09,0.002,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.09,0.0025,3.741,20795.32,-38.87,-24.009,534.992,0.4334,False
0.09,0.003,3.741,20795.32,-38.87,-24.009,534.992,0.4334,True
0.1,0.0,3.1004,13212.0,-56.945,-39.84,232.012,0.4871,False
0.1,0.0005,3.1004,13212.0,-56.945,-39.84,232.012,0.4871,False
0.1,0.0008,3.1004,13212.0,-56.945,-39.84,232.012,0.4871,False
