L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,1.5,2.5,3.3683,1757.59,-29.229,60.133,0.5809,False
0.0,1.5,3.0,3.3683,1757.59,-29.229,60.133,0.5809,False
0.0,1.6,1.0,2.9637,762.6,-25.393,30.032,0.7769,False
0.0,1.6,2.0,3.3683,2085.25,-30.946,67.383,0.5809,False
0.0,1.6,2.5,3.3683,2085.25,-30.946,67.383,0.5809,False
0.0,1.6,3.0,3.3683,2085.25,-30.946,67.383,0.5809,False
0.0,1.7,1.0,2.9637,865.6,-26.796,32.303,0.7769,False
0.0,1.7,2.0,3.3683,2461.03,-32.637,75.407,0.5809,False
0.0,1.7,2.5,3.3683,2461.03,-32.637,75.407,0.5809,False
0.0,1.7,3.0,3.3683,2461.03,-32.637,75.407,0.5809,False
0.0,1.8,1.0,2.9637,978.25,-28.179,34.716,0.7769,False
0.0,1.8,2.0,3.3683,2890.25,-34.3,84.264,0.5809,False
0.0,1.8,2.5,3.3683,2890.25,-34.3,84.264,0.5809,False
0.0,1.8,3.0,3.3683,2890.25,-34.3,84.264,0.5809,False
0.0,2.0,1.0,2.9637,1234.72,-30.885,39.978,0.7769,False
0.0,2.0,2.0,3.3683,3931.73,-37.546,104.716,0.5809,False
0.0,2.0,2.5,3.3683,3931.73,-37.546,104.716,0.5809,False
0.0,2.0,3.0,3.3683,3931.73,-37.546,104.716,0.5809,False
0.5,0.8,1.0,2.9637,219.57,-13.41,16.373,0.7769,False
0.5,0.8,2.0,3.3683,434.14,-16.418,26.444,0.5809,False
0.5,0.8,2.5,3.3304,436.12,-18.581,23.472,0.6168,False
0.5,0.8,3.0,3.3334,439.86,-18.701,23.521,0.6207,False
0.5,0.9,1.0,2.9637,265.07,-14.984,17.69,0.7769,False
0.5,0.9,2.0,3.3683,545.97,-18.334,29.779,0.5809,False
0.5,0.9,2.5,3.3595,551.42,-19.505,28.271,0.6004,False
0.5,0.9,3.0,3.3652,555.4,-19.505,28.475,0.6012,False
0.5,1.0,1.0,2.9637,315.96,-16.535,19.108,0.7769,False
0.5,1.0,2.0,3.3683,678.02,-20.221,33.53,0.5809,False
0.5,1.0,2.5,3.3774,685.75,-20.484,33.477,0.587,False
0.5,1.0,3.0,3.381,688.56,-20.484,33.614,0.5876,False
0.5,1.1,1.0,2.9637,372.72,-18.065,20.632,0.7769,False
0.5,1.1,2.0,3.3683,833.27,-22.079,37.74,0.5809,False
0.5,1.1,2.5,3.3793,840.94,-22.079,38.087,0.5834,False
0.5,1.1,3.0,3.3799,841.39,-22.079,38.108,0.5835,False
0.5,1.2,1.0,2.9637,435.85,-19.573,22.268,0.7769,False
0.5,1.2,2.0,3.3683,1015.05,-23.909,42.454,0.5809,False
0.5,1.2,2.5,3.3775,1023.76,-23.909,42.819,0.5829,False
0.5,1.2,3.0,3.3775,1023.76,-23.909,42.819,0.5829,False
0.5,1.3,1.0,2.9637,505.86,-21.059,24.021,0.7769,False
0.5,1.3,2.0,3.3683,1226.98,-25.71,47.723,0.5809,False
0.5,1.3,2.5,3.3754,1237.96,-25.71,48.15,0.5821,False
0.5,1.3,3.0,3.3754,1237.96,-25.71,48.15,0.5821,False
0.5,1.4,1.0,2.9637,583.29,-22.525,25.896,0.7769,False
0.5,1.4,2.0,3.3683,1473.06,-27.483,53.598,0.5809,False
0.5,1.4,2.5,3.3685,1473.41,-27.483,53.611,0.5809,False
0.5,1.4,3.0,3.3685,1473.41,-27.483,53.611,0.5809,False
0.5,1.5,1.0,2.9637,668.68,-23.969,27.898,0.7769,False
0.5,1.5,2.0,3.3683,1757.59,-29.229,60.133,0.5809,False
0.5,1.5,2.5,3.3683,1757.59,-29.229,60.133,0.5809,False
0.5,1.5,3.0,3.3683,1757.59,-29.229,60.133,0.5809,False
0.5,1.6,1.0,2.9637,762.6,-25.393,30.032,0.7769,False
0.5,1.6,2.0,3.3683,2085.25,-30.946,67.383,0.5809,False
0.5,1.6,2.5,3.3683,2085.25,-30.946,67.383,0.5809,False
0.5,1.6,3.0,3.3683,2085.25,-30.946,67.383,0.5809,False
0.5,1.7,1.0,2.9637,865.6,-26.796,32.303,0.7769,False
0.5,1.7,2.0,3.3683,2461.03,-32.637,75.407,0.5809,False
0.5,1.7,2.5,3.3683,2461.03,-32.637,75.407,0.5809,False
0.5,1.7,3.0,3.3683,2461.03,-32.637,75.407,0.5809,False
0.5,1.8,1.0,2.9637,978.25,-28.179,34.716,0.7769,False
0.5,1.8,2.0,3.3683,2890.25,-34.3,84.264,0.5809,False
0.5,1.8,2.5,3.3683,2890.25,-34.3,84.264,0.5809,False
0.5,1.8,3.0,3.3683,2890.25,-34.3,84.264,0.5809,False
0.5,2.0,1.0,2.9637,1234.72,-30.885,39.978,0.7769,False
0.5,2.0,2.0,3.3683,3931.73,-37.546,104.716,0.5809,False
0.5,2.0,2.5,3.3683,3931.73,-37.546,104.716,0.5809,False
0.5,2.0,3.0,3.3683,3931.73,-37.546,104.716,0.5809,False
1.0,1.1,1.0,2.9637,372.72,-18.065,20.632,0.7769,False
1.0,1.1,2.0,3.3683,833.27,-22.079,37.74,0.5809,False
1.0,1.1,2.5,3.3793,840.94,-22.079,38.087,0.5834,False
1.0,1.1,3.0,3.3799,841.39,-22.079,38.108,0.5835,False
1.0,1.2,1.0,2.9637,435.85,-19.573,22.268,0.7769,False
1.0,1.2,2.0,3.3683,1015.05,-23.909,42.454,0.5809,False
1.0,1.2,2.5,3.3775,1023.76,-23.909,42.819,0.5829,False
1.0,1.2,3.0,3.3775,1023.76,-23.909,42.819,0.5829,False
1.0,1.3,1.0,2.9637,505.86,-21.059,24.021,0.7769,False
1.0,1.3,2.0,3.3683,1226.98,-25.71,47.723,0.5809,False
1.0,1.3,2.5,3.3754,1237.96,-25.71,48.15,0.5821,False
1.0,1.3,3.0,3.3754,1237.96,-25.71,48.15,0.5821,False
1.0,1.4,1.0,2.9637,583.29,-22.525,25.896,0.7769,False
1.0,1.4,2.0,3.3683,1473.06,-27.483,53.598,0.5809,False
1.0,1.4,2.5,3.3685,1473.41,-27.483,53.611,0.5809,False
1.0,1.4,3.0,3.3685,1473.41,-27.483,53.611,0.5809,False
1.0,1.5,1.0,2.9637,668.68,-23.969,27.898,0.7769,False
1.0,1.5,2.0,3.3683,1757.59,-29.229,60.133,0.5809,False
1.0,1.5,2.5,3.3683,1757.59,-29.229,60.133,0.5809,False
1.0,1.5,3.0,3.3683,1757.59,-29.229,60.133,0.5809,False
1.0,1.6,1.0,2.9637,762.6,-25.393,30.032,0.7769,False
1.0,1.6,2.0,3.3683,2085.25,-30.946,67.383,0.5809,False
1.0,1.6,2.5,3.3683,2085.25,-30.946,67.383,0.5809,False
1.0,1.6,3.0,3.3683,2085.25,-30.946,67.383,0.5809,False
1.0,1.7,1.0,2.9637,865.6,-26.796,32.303,0.7769,False
1.0,1.7,2.0,3.3683,2461.03,-32.637,75.407,0.5809,False
1.0,1.7,2.5,3.3683,2461.03,-32.637,75.407,0.5809,False
1.0,1.7,3.0,3.3683,2461.03,-32.637,75.407,0.5809,False
1.0,1.8,1.0,2.9637,978.25,-28.179,34.716,0.7769,False
1.0,1.8,2.0,3.3683,2890.25,-34.3,84.264,0.5809,False
1.0,1.8,2.5,3.3683,2890.25,-34.3,84.264,0.5809,False
1.0,1.8,3.0,3.3683,2890.25,-34.3,84.264,0.5809,False
1.0,2.0,1.0,2.9637,1234.72,-30.885,39.978,0.7769,False
1.0,2.0,2.0,3.3683,3931.73,-37.546,104.716,0.5809,False
1.0,2.0,2.5,3.3683,3931.73,-37.546,104.716,0.5809,False
1.0,2.0,3.0,3.3683,3931.73,-37.546,104.716,0.5809,False
