L_BASE,L_HIGH,VOL_LEV_MAX_BOOST,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
0.0,1.5,1.0,3.0537,695.64,-22.259,31.252,0.8235,False
0.0,1.5,2.0,3.3904,1567.15,-28.308,55.362,0.6513,True
0.0,1.5,2.5,3.3904,1567.15,-28.308,55.362,0.6513,False
0.0,1.5,3.0,3.3904,1567.15,-28.308,55.362,0.6513,False
0.0,1.6,1.0,3.0537,795.69,-23.605,33.708,0.8235,False
0.0,1.6,2.0,3.3904,1853.4,-29.977,61.827,0.6513,False
0.0,1.6,2.5,3.3904,1853.4,-29.977,61.827,0.6513,False
0.0,1.6,3.0,3.3904,1853.4,-29.977,61.827,0.6513,False
0.0,1.7,1.0,3.0537,905.95,-24.935,36.332,0.8235,False
0.0,1.7,2.0,3.3904,2181.03,-31.621,68.974,0.6513,False
0.0,1.7,2.5,3.3904,2181.03,-31.621,68.974,0.6513,False
0.0,1.7,3.0,3.3904,2181.03,-31.621,68.974,0.6513,False
0.0,1.8,1.0,3.0537,1027.13,-26.249,39.131,0.8235,False
0.0,1.8,2.0,3.3904,2554.67,-33.239,76.857,0.6513,False
0.0,1.8,2.5,3.3904,2554.67,-33.239,76.857,0.6513,False
0.0,1.8,3.0,3.3904,2554.67,-33.239,76.857,0.6513,False
0.0,2.0,1.0,3.0537,1305.22,-28.827,45.278,0.8235,False
0.0,2.0,2.0,3.3904,3459.98,-36.401,95.053,0.6513,False
0.0,2.0,2.5,3.3904,3459.98,-36.401,95.053,0.6513,False
0.0,2.0,3.0,3.3904,3459.98,-36.401,95.053,0.6513,False
0.5,0.8,1.0,3.0537,224.49,-12.363,18.159,0.8235,False
0.5,0.8,2.0,3.3904,398.35,-15.878,25.089,0.6513,False
0.5,0.8,2.5,3.2747,396.83,-19.096,20.781,0.7562,False
0.5,0.8,3.0,3.3458,401.63,-18.376,21.856,0.7018,False
0.5,0.9,1.0,3.0537,271.59,-13.828,19.641,0.8235,False
0.5,0.9,2.0,3.3904,498.64,-17.735,28.116,0.6513,False
0.5,0.9,2.5,3.3579,504.09,-20.014,25.187,0.693,False
0.5,0.9,3.0,3.3652,501.09,-20.014,25.037,0.6954,False
0.5,1.0,1.0,3.0537,324.46,-15.276,21.24,0.8235,False
0.5,1.0,2.0,3.3904,616.46,-19.564,31.51,0.6513,False
0.5,1.0,2.5,3.3971,624.17,-20.104,31.047,0.6611,False
0.5,1.0,3.0,3.4051,630.22,-20.104,31.349,0.662,False
0.5,1.1,1.0,3.0537,383.64,-16.707,22.964,0.8235,False
0.5,1.1,2.0,3.3904,754.35,-21.366,35.305,0.6513,False
0.5,1.1,2.5,3.4087,770.25,-21.366,36.05,0.6534,False
0.5,1.1,3.0,3.4087,770.25,-21.366,36.05,0.6534,False
0.5,1.2,1.0,3.0537,449.73,-18.12,24.82,0.8235,False
0.5,1.2,2.0,3.3904,915.12,-23.142,39.544,0.6513,False
0.5,1.2,2.5,3.4,925.37,-23.142,39.987,0.6524,False
0.5,1.2,3.0,3.4,925.37,-23.142,39.987,0.6524,False
0.5,1.3,1.0,3.0537,523.33,-19.517,26.815,0.8235,False
0.5,1.3,2.0,3.3904,1101.86,-24.89,44.269,0.6513,False
0.5,1.3,2.5,3.4,1114.94,-24.89,44.795,0.6524,False
0.5,1.3,3.0,3.4,1114.94,-24.89,44.795,0.6524,False
0.5,1.4,1.0,3.0537,605.08,-20.896,28.956,0.8235,False
0.5,1.4,2.0,3.3904,1317.98,-26.612,49.526,0.6513,False
0.5,1.4,2.5,3.3904,1317.98,-26.612,49.526,0.6513,False
0.5,1.4,3.0,3.3904,1317.98,-26.612,49.526,0.6513,False
0.5,1.5,1.0,3.0537,695.64,-22.259,31.252,0.8235,False
0.5,1.5,2.0,3.3904,1567.15,-28.308,55.362,0.6513,False
0.5,1.5,2.5,3.3904,1567.15,-28.308,55.362,0.6513,False
0.5,1.5,3.0,3.3904,1567.15,-28.308,55.362,0.6513,False
0.5,1.6,1.0,3.0537,795.69,-23.605,33.708,0.8235,False
0.5,1.6,2.0,3.3904,1853.4,-29.977,61.827,0.6513,False
0.5,1.6,2.5,3.3904,1853.4,-29.977,61.827,0.6513,False
0.5,1.6,3.0,3.3904,1853.4,-29.977,61.827,0.6513,False
0.5,1.7,1.0,3.0537,905.95,-24.935,36.332,0.8235,False
0.5,1.7,2.0,3.3904,2181.03,-31.621,68.974,0.6513,False
0.5,1.7,2.5,3.3904,2181.03,-31.621,68.974,0.6513,False
0.5,1.7,3.0,3.3904,2181.03,-31.621,68.974,0.6513,False
0.5,1.8,1.0,3.0537,1027.13,-26.249,39.131,0.8235,False
0.5,1.8,2.0,3.3904,2554.67,-33.239,76.857,0.6513,False
0.5,1.8,2.5,3.3904,2554.67,-33.239,76.857,0.6513,False
0.5,1.8,3.0,3.3904,2554.67,-33.239,76.857,0.6513,False
0.5,2.0,1.0,3.0537,1305.22,-28.827,45.278,0.8235,False
0.5,2.0,2.0,3.3904,3459.98,-36.401,95.053,0.6513,False
0.5,2.0,2.5,3.3904,3459.98,-36.401,95.053,0.6513,False
0.5,2.0,3.0,3.3904,3459.98,-36.401,95.053,0.6513,False
1.0,1.1,1.0,3.0537,383.64,-16.707,22.964,0.8235,False
1.0,1.1,2.0,3.3904,754.35,-21.366,35.305,0.6513,False
1.0,1.1,2.5,3.4087,770.25,-21.366,36.05,0.6534,False
1.0,1.1,3.0,3.4087,770.25,-21.366,36.05,0.6534,False
1.0,1.2,1.0,3.0537,449.73,-18.12,24.82,0.8235,False
1.0,1.2,2.0,3.3904,915.12,-23.142,39.544,0.6513,False
1.0,1.2,2.5,3.4,925.37,-23.142,39.987,0.6524,False
1.0,1.2,3.0,3.4,925.37,-23.142,39.987,0.6524,False
1.0,1.3,1.0,3.0537,523.33,-19.517,26.815,0.8235,False
1.0,1.3,2.0,3.3904,1101.86,-24.89,44.269,0.6513,False
1.0,1.3,2.5,3.4,1114.94,-24.89,44.795,0.6524,False
1.0,1.3,3.0,3.4,1114.94,-24.89,44.795,0.6524,False
1.0,1.4,1.0,3.0537,605.08,-20.896,28.956,0.8235,False
1.0,1.4,2.0,3.3904,1317.98,-26.612,49.526,0.6513,False
1.0,1.4,2.5,3.3904,1317.98,-26.612,49.526,0.6513,False
1.0,1.4,3.0,3.3904,1317.98,-26.612,49.526,0.6513,False
1.0,1.5,1.0,3.0537,695.64,-22.259,31.252,0.8235,False
1.0,1.5,2.0,3.3904,1567.15,-28.308,55.362,0.6513,False
1.0,1.5,2.5,3.3904,1567.15,-28.308,55.362,0.6513,False
1.0,1.5,3.0,3.3904,1567.15,-28.308,55.362,0.6513,False
1.0,1.6,1.0,3.0537,795.69,-23.605,33.708,0.8235,False
1.0,1.6,2.0,3.3904,1853.4,-29.977,61.827,0.6513,False
1.0,1.6,2.5,3.3904,1853.4,-29.977,61.827,0.6513,False
1.0,1.6,3.0,3.3904,1853.4,-29.977,61.827,0.6513,False
1.0,1.7,1.0,3.0537,905.95,-24.935,36.332,0.8235,False
1.0,1.7,2.0,3.3904,2181.03,-31.621,68.974,0.6513,False
1.0,1.7,2.5,3.3904,2181.03,-31.621,68.974,0.6513,False
1.0,1.7,3.0,3.3904,2181.03,-31.621,68.974,0.6513,False
1.0,1.8,1.0,3.0537,1027.13,-26.249,39.131,0.8235,False
1.0,1.8,2.0,3.3904,2554.67,-33.239,76.857,0.6513,False
1.0,1.8,2.5,3.3904,2554.67,-33.239,76.857,0.6513,False
1.0,1.8,3.0,3.3904,2554.67,-33.239,76.857,0.6513,False
1.0,2.0,1.0,3.0537,1305.22,-28.827,45.278,0.8235,False
1.0,2.0,2.0,3.3904,3459.98,-36.401,95.053,0.6513,False
1.0,2.0,2.5,3.3904,3459.98,-36.401,95.053,0.6513,False
1.0,2.0,3.0,3.3904,3459.98,-36.401,95.053,0.6513,False
