EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.07,0.0005,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.07,0.0008,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.07,0.001,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.07,0.0015,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.07,0.002,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.07,0.0025,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.07,0.003,3.4098,913.18,-23.695,-10.128,38.54,0.7143,False
0.08,0.0,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.08,0.0005,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.08,0.0008,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.08,0.001,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.08,0.0015,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.08,0.002,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.08,0.0025,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.08,0.003,3.6863,1237.97,-22.259,-9.96,55.616,0.5424,False
0.09,0.0,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.09,0.0005,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.09,0.0008,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.09,0.001,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.09,0.0015,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.09,0.002,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.09,0.0025,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.09,0.003,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,True
