EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.002,-0.05,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
0.002,-0.055,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
0.002,-0.06,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.002,-0.065,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
0.002,-0.07,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.002,-0.075,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.002,-0.08,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.002,-0.085,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.002,-0.1,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.0025,-0.04,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
0.0025,-0.05,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
0.0025,-0.055,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
0.0025,-0.06,0.8084,40.01,-55.417,-14.212,0.722,2.7098,False
0.0025,-0.065,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
0.0025,-0.07,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.0025,-0.075,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.0025,-0.08,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.0025,-0.085,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.0025,-0.1,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.003,-0.04,0.5241,13.75,-59.258,-11.534,0.232,3.0911,False
0.003,-0.05,0.7828,37.43,-55.305,-11.869,0.677,2.8075,False
0.003,-0.055,0.7932,38.48,-56.769,-12.76,0.678,2.6553,False
0.003,-0.06,0.8084,40.01,-55.417,-14.212,0.722,2.7098,True
0.003,-0.065,0.7941,38.54,-55.61,-14.823,0.693,2.7286,False
0.003,-0.07,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.003,-0.075,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.003,-0.08,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.003,-0.085,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
0.003,-0.1,0.8111,40.29,-55.61,-14.031,0.724,2.6917,False
