PORT_SL,PORT_TSL,EARLY_KILL_Y,Sharpe,CAGR_pct,MaxDD_pct,Calmar,WF_CV,baseline
-0.07,0.12,0.003,0.5996,11.33,-66.236,0.171,4.1444,False
-0.07,0.125,0.001,0.5996,11.33,-66.236,0.171,4.1444,False
-0.07,0.125,0.0015,0.5996,11.33,-66.236,0.171,4.1444,False
-0.07,0.125,0.003,0.5996,11.33,-66.236,0.171,4.1444,False
-0.07,0.13,0.001,0.5996,11.33,-66.236,0.171,4.1444,False
-0.07,0.13,0.0015,0.5996,11.33,-66.236,0.171,4.1444,False
-0.07,0.13,0.003,0.5996,11.33,-66.236,0.171,4.1444,False
-0.08,0.04,0.001,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.08,0.04,0.0015,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.08,0.04,0.003,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.08,0.045,0.001,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.08,0.045,0.0015,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.08,0.045,0.003,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.08,0.05,0.001,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.08,0.05,0.0015,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.08,0.05,0.003,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.08,0.055,0.001,0.5102,1.7,-73.247,0.023,5.8323,False
-0.08,0.055,0.0015,0.5102,1.7,-73.247,0.023,5.8323,False
-0.08,0.055,0.003,0.5102,1.7,-73.247,0.023,5.8323,False
-0.08,0.06,0.001,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.08,0.06,0.0015,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.08,0.06,0.003,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.08,0.065,0.001,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.08,0.065,0.0015,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.08,0.065,0.003,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.08,0.075,0.001,0.6143,13.66,-66.765,0.205,4.0058,False
-0.08,0.075,0.0015,0.6143,13.66,-66.765,0.205,4.0058,False
-0.08,0.075,0.003,0.6143,13.66,-66.765,0.205,4.0058,False
-0.08,0.08,0.001,0.5661,7.53,-68.256,0.11,4.101,False
-0.08,0.08,0.0015,0.5661,7.53,-68.256,0.11,4.101,False
-0.08,0.08,0.003,0.5661,7.53,-68.256,0.11,4.101,False
-0.08,0.085,0.001,0.5288,2.89,-69.17,0.042,4.1616,False
-0.08,0.085,0.0015,0.5288,2.89,-69.17,0.042,4.1616,False
-0.08,0.085,0.003,0.5288,2.89,-69.17,0.042,4.1616,False
-0.08,0.09,0.001,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.08,0.09,0.0015,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.08,0.09,0.003,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.08,0.095,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.095,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.095,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.1,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.1,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.1,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.105,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.105,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.105,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.11,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.11,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.11,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.115,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.115,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.115,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.12,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.12,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.12,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.125,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.125,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.125,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.13,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.13,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.08,0.13,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.04,0.001,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.09,0.04,0.0015,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.09,0.04,0.003,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.09,0.045,0.001,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.09,0.045,0.0015,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.09,0.045,0.003,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.09,0.05,0.001,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.09,0.05,0.0015,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.09,0.05,0.003,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.09,0.055,0.001,0.5102,1.7,-73.247,0.023,5.8323,False
-0.09,0.055,0.0015,0.5102,1.7,-73.247,0.023,5.8323,False
-0.09,0.055,0.003,0.5102,1.7,-73.247,0.023,5.8323,False
-0.09,0.06,0.001,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.09,0.06,0.0015,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.09,0.06,0.003,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.09,0.065,0.001,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.09,0.065,0.0015,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.09,0.065,0.003,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.09,0.075,0.001,0.6143,13.66,-66.765,0.205,4.0058,False
-0.09,0.075,0.0015,0.6143,13.66,-66.765,0.205,4.0058,False
-0.09,0.075,0.003,0.6143,13.66,-66.765,0.205,4.0058,False
-0.09,0.08,0.001,0.5661,7.53,-68.256,0.11,4.101,False
-0.09,0.08,0.0015,0.5661,7.53,-68.256,0.11,4.101,False
-0.09,0.08,0.003,0.5661,7.53,-68.256,0.11,4.101,False
-0.09,0.085,0.001,0.5288,2.89,-69.17,0.042,4.1616,False
-0.09,0.085,0.0015,0.5288,2.89,-69.17,0.042,4.1616,False
-0.09,0.085,0.003,0.5288,2.89,-69.17,0.042,4.1616,False
-0.09,0.09,0.001,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.09,0.09,0.0015,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.09,0.09,0.003,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.09,0.095,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.095,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.095,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.1,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.1,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.1,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.105,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.105,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.105,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.11,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.11,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.11,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.115,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.115,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.115,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.12,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.12,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.12,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.125,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.125,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.125,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.13,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.13,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.09,0.13,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.04,0.001,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.1,0.04,0.0015,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.1,0.04,0.003,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.1,0.045,0.001,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.1,0.045,0.0015,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.1,0.045,0.003,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.1,0.05,0.001,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.1,0.05,0.0015,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.1,0.05,0.003,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.1,0.055,0.001,0.5102,1.7,-73.247,0.023,5.8323,False
-0.1,0.055,0.0015,0.5102,1.7,-73.247,0.023,5.8323,False
-0.1,0.055,0.003,0.5102,1.7,-73.247,0.023,5.8323,False
-0.1,0.06,0.001,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.1,0.06,0.0015,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.1,0.06,0.003,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.1,0.065,0.001,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.1,0.065,0.0015,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.1,0.065,0.003,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.1,0.075,0.001,0.6143,13.66,-66.765,0.205,4.0058,False
-0.1,0.075,0.0015,0.6143,13.66,-66.765,0.205,4.0058,False
-0.1,0.075,0.003,0.6143,13.66,-66.765,0.205,4.0058,False
-0.1,0.08,0.001,0.5661,7.53,-68.256,0.11,4.101,False
-0.1,0.08,0.0015,0.5661,7.53,-68.256,0.11,4.101,False
-0.1,0.08,0.003,0.5661,7.53,-68.256,0.11,4.101,False
-0.1,0.085,0.001,0.5288,2.89,-69.17,0.042,4.1616,False
-0.1,0.085,0.0015,0.5288,2.89,-69.17,0.042,4.1616,False
-0.1,0.085,0.003,0.5288,2.89,-69.17,0.042,4.1616,False
-0.1,0.09,0.001,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.1,0.09,0.0015,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.1,0.09,0.003,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.1,0.095,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.095,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.095,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.1,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.1,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.1,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.105,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.105,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.105,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.11,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.11,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.11,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.115,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.115,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.115,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.12,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.12,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.12,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.125,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.125,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.125,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.13,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.13,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.1,0.13,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.04,0.001,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.11,0.04,0.0015,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.11,0.04,0.003,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.11,0.045,0.001,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.11,0.045,0.0015,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.11,0.045,0.003,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.11,0.05,0.001,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.11,0.05,0.0015,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.11,0.05,0.003,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.11,0.055,0.001,0.5102,1.7,-73.247,0.023,5.8323,False
-0.11,0.055,0.0015,0.5102,1.7,-73.247,0.023,5.8323,False
-0.11,0.055,0.003,0.5102,1.7,-73.247,0.023,5.8323,False
-0.11,0.06,0.001,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.11,0.06,0.0015,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.11,0.06,0.003,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.11,0.065,0.001,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.11,0.065,0.0015,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.11,0.065,0.003,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.11,0.075,0.001,0.6143,13.66,-66.765,0.205,4.0058,False
-0.11,0.075,0.0015,0.6143,13.66,-66.765,0.205,4.0058,False
-0.11,0.075,0.003,0.6143,13.66,-66.765,0.205,4.0058,False
-0.11,0.08,0.001,0.5661,7.53,-68.256,0.11,4.101,False
-0.11,0.08,0.0015,0.5661,7.53,-68.256,0.11,4.101,False
-0.11,0.08,0.003,0.5661,7.53,-68.256,0.11,4.101,False
-0.11,0.085,0.001,0.5288,2.89,-69.17,0.042,4.1616,False
-0.11,0.085,0.0015,0.5288,2.89,-69.17,0.042,4.1616,False
-0.11,0.085,0.003,0.5288,2.89,-69.17,0.042,4.1616,False
-0.11,0.09,0.001,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.11,0.09,0.0015,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.11,0.09,0.003,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.11,0.095,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.095,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.095,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.1,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.1,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.1,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.105,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.105,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.105,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.11,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.11,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.11,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.115,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.115,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.115,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.12,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.12,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.12,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.125,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.125,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.125,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.13,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.13,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.11,0.13,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.04,0.001,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.12,0.04,0.0015,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.12,0.04,0.003,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.12,0.045,0.001,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.12,0.045,0.0015,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.12,0.045,0.003,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.12,0.05,0.001,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.12,0.05,0.0015,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.12,0.05,0.003,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.12,0.055,0.001,0.5102,1.7,-73.247,0.023,5.8323,False
-0.12,0.055,0.0015,0.5102,1.7,-73.247,0.023,5.8323,False
-0.12,0.055,0.003,0.5102,1.7,-73.247,0.023,5.8323,False
-0.12,0.06,0.001,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.12,0.06,0.0015,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.12,0.06,0.003,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.12,0.065,0.001,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.12,0.065,0.0015,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.12,0.065,0.003,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.12,0.075,0.001,0.6143,13.66,-66.765,0.205,4.0058,False
-0.12,0.075,0.0015,0.6143,13.66,-66.765,0.205,4.0058,False
-0.12,0.075,0.003,0.6143,13.66,-66.765,0.205,4.0058,False
-0.12,0.08,0.001,0.5661,7.53,-68.256,0.11,4.101,False
-0.12,0.08,0.0015,0.5661,7.53,-68.256,0.11,4.101,False
-0.12,0.08,0.003,0.5661,7.53,-68.256,0.11,4.101,False
-0.12,0.085,0.001,0.5288,2.89,-69.17,0.042,4.1616,False
-0.12,0.085,0.0015,0.5288,2.89,-69.17,0.042,4.1616,False
-0.12,0.085,0.003,0.5288,2.89,-69.17,0.042,4.1616,False
-0.12,0.09,0.001,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.12,0.09,0.0015,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.12,0.09,0.003,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.12,0.095,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.095,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.095,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.1,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.1,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.1,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.105,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.105,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.105,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.11,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.11,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.11,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.115,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.115,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.115,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.12,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.12,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.12,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.125,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.125,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.125,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.13,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.13,0.0015,0.5992,11.28,-66.252,0.17,4.1452,False
-0.12,0.13,0.003,0.5992,11.28,-66.252,0.17,4.1452,False
-0.13,0.04,0.001,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.13,0.04,0.0015,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.13,0.04,0.003,0.4074,-7.71,-67.025,-0.115,3.5473,False
-0.13,0.045,0.001,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.13,0.045,0.0015,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.13,0.045,0.003,0.2097,-26.91,-70.904,-0.379,7.1555,False
-0.13,0.05,0.001,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.13,0.05,0.0015,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.13,0.05,0.003,0.3939,-10.38,-74.03,-0.14,5.6973,False
-0.13,0.055,0.001,0.5102,1.7,-73.247,0.023,5.8323,False
-0.13,0.055,0.0015,0.5102,1.7,-73.247,0.023,5.8323,False
-0.13,0.055,0.003,0.5102,1.7,-73.247,0.023,5.8323,False
-0.13,0.06,0.001,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.13,0.06,0.0015,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.13,0.06,0.003,0.3222,-19.58,-78.753,-0.249,6.1283,False
-0.13,0.065,0.001,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.13,0.065,0.0015,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.13,0.065,0.003,0.4365,-7.37,-74.542,-0.099,5.7708,False
-0.13,0.075,0.001,0.6143,13.66,-66.765,0.205,4.0058,False
-0.13,0.075,0.0015,0.6143,13.66,-66.765,0.205,4.0058,False
-0.13,0.075,0.003,0.6143,13.66,-66.765,0.205,4.0058,False
-0.13,0.08,0.001,0.5661,7.53,-68.256,0.11,4.101,False
-0.13,0.08,0.0015,0.5661,7.53,-68.256,0.11,4.101,False
-0.13,0.08,0.003,0.5661,7.53,-68.256,0.11,4.101,False
-0.13,0.085,0.001,0.5288,2.89,-69.17,0.042,4.1616,False
-0.13,0.085,0.0015,0.5288,2.89,-69.17,0.042,4.1616,False
-0.13,0.085,0.003,0.5288,2.89,-69.17,0.042,4.1616,False
-0.13,0.09,0.001,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.13,0.09,0.0015,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.13,0.09,0.003,0.5044,-0.14,-69.944,-0.002,4.2359,False
-0.13,0.095,0.001,0.5992,11.28,-66.252,0.17,4.1452,False
