trial,L_HIGH,PORT_SL,PORT_TSL,EARLY_KILL_X,EARLY_KILL_Y,EARLY_FILL_Y,EARLY_FILL_X,Sharpe,CAGR%,MaxDD%,Calmar,WF_CV
0,3.164374,-0.058900,0.083068,37,0.002026,0.124245,913,2.938600,11178.850000,-80.171000,139.437000,0.830500
1,3.171639,-0.053306,0.073884,34,0.004024,0.100358,950,2.286300,2027.830000,-81.723000,24.813000,0.798000
2,2.966049,-0.055090,0.076228,31,0.003786,0.099480,911,2.346400,2076.680000,-80.222000,25.887000,0.765100
3,2.912716,-0.068473,0.083845,38,0.002267,0.087604,479,3.503100,14746.960000,-48.469000,304.254000,0.544200
4,2.792574,-0.063295,0.080507,40,0.002582,0.080673,737,2.810100,3084.480000,-57.009000,54.105000,0.670400
5,2.813683,-0.053339,0.074453,32,0.003408,0.085475,956,2.865500,4626.110000,-46.860000,98.722000,0.456700
6,3.120159,-0.056623,0.082476,38,0.002730,0.074760,865,3.319500,7352.210000,-43.708000,168.211000,0.599600
7,2.783851,-0.054598,0.063916,38,0.003396,0.104772,925,3.212100,12485.180000,-52.425000,238.155000,0.468200
8,2.975349,-0.061237,0.066895,31,0.003404,0.087919,794,2.777900,4754.050000,-60.595000,78.456000,0.500700
9,3.158999,-0.062425,0.076206,36,0.002529,0.056219,717,3.745600,9968.110000,-47.875000,208.209000,0.608200
10,2.828751,-0.058354,0.082952,32,0.001940,0.074260,630,2.395600,1614.550000,-54.070000,29.860000,0.618800
11,3.097150,-0.061027,0.081388,37,0.002775,0.112609,554,2.958700,9395.740000,-80.524000,116.683000,0.808800
12,2.713627,-0.052621,0.080003,35,0.002187,0.090075,545,3.491600,10913.060000,-47.160000,231.405000,0.481300
13,3.117792,-0.059031,0.072323,33,0.003313,0.080051,506,2.464800,2508.130000,-65.582000,38.244000,0.731100
14,2.770804,-0.068314,0.084193,37,0.002438,0.123781,923,2.859100,6720.830000,-76.425000,87.940000,0.859600
15,3.130134,-0.059089,0.069875,31,0.003966,0.086816,575,2.454800,2369.920000,-70.899000,33.427000,0.785700
16,2.883574,-0.061426,0.067727,39,0.003620,0.105801,714,3.233200,14675.380000,-55.276000,265.491000,0.486400
17,3.076385,-0.061514,0.078372,31,0.002798,0.056996,751,2.576800,1895.100000,-67.350000,28.138000,0.862200
18,2.897917,-0.053601,0.066077,36,0.002209,0.120609,804,2.859400,6987.160000,-71.840000,97.260000,0.738000
19,2.908122,-0.061636,0.064718,40,0.002958,0.110357,503,2.387300,2436.090000,-70.182000,34.711000,1.035000
20,2.991995,-0.059833,0.084851,36,0.002936,0.073222,653,3.363700,7505.560000,-43.361000,173.095000,0.616400
21,3.012403,-0.058900,0.064236,38,0.003951,0.064098,788,3.207200,4968.870000,-43.451000,114.355000,0.684800
22,2.765145,-0.063100,0.070078,37,0.003545,0.109343,518,3.021600,8129.440000,-69.630000,116.752000,0.739000
23,3.249607,-0.055144,0.064592,36,0.002690,0.113745,941,3.203100,23395.910000,-64.064000,365.197000,0.532400
24,2.890283,-0.068152,0.071560,35,0.002414,0.121395,552,2.922600,7642.480000,-77.177000,99.026000,0.855400
25,2.726946,-0.058832,0.086078,39,0.003597,0.118137,993,2.796800,5836.390000,-75.451000,77.353000,0.947200
26,3.011315,-0.056687,0.081120,37,0.002697,0.060802,904,3.312700,4394.300000,-41.428000,106.072000,0.654500
27,2.857476,-0.067863,0.071256,31,0.003795,0.065036,561,2.141200,976.450000,-70.070000,13.935000,0.975700
28,3.059630,-0.066742,0.070079,33,0.003666,0.123972,755,2.398100,3120.300000,-81.577000,38.250000,1.311100
29,2.786339,-0.051251,0.068917,31,0.003426,0.062772,759,1.998100,652.550000,-71.664000,9.106000,0.890900
30,3.116557,-0.061460,0.068245,38,0.003517,0.107207,532,3.194500,18165.200000,-68.961000,263.413000,0.653000
31,2.774252,-0.067696,0.072696,33,0.002973,0.101726,1030,2.473200,2593.040000,-77.595000,33.417000,0.754500
32,2.871868,-0.067647,0.071029,36,0.003322,0.061625,538,3.408800,6185.370000,-40.483000,152.789000,0.642900
33,2.951469,-0.068392,0.077161,39,0.003730,0.087651,927,3.617300,14772.180000,-43.907000,336.441000,0.481800
34,2.710702,-0.052965,0.082412,38,0.002358,0.092215,819,3.498600,10258.290000,-46.552000,220.364000,0.492600
35,3.220643,-0.061856,0.073033,34,0.002822,0.100939,977,2.422400,2912.410000,-82.750000,35.195000,0.743800
36,2.972338,-0.055461,0.069075,37,0.003760,0.061580,493,3.400800,7567.410000,-40.889000,185.073000,0.664400
37,3.056660,-0.053631,0.082305,33,0.002145,0.120310,553,2.176300,1547.550000,-85.281000,18.146000,1.593100
38,2.870832,-0.053765,0.066349,30,0.001933,0.066574,485,2.414200,1977.690000,-62.192000,31.800000,0.751600
39,3.054686,-0.063253,0.072607,33,0.003011,0.117000,967,2.427000,2987.600000,-81.212000,36.788000,0.832600
40,2.726085,-0.054267,0.069077,32,0.003171,0.083971,483,2.452700,2188.620000,-56.638000,38.642000,0.672200
41,2.924168,-0.060428,0.066038,38,0.001925,0.120589,513,2.781500,5770.300000,-75.248000,76.684000,0.878800
42,3.206145,-0.067248,0.085790,38,0.003671,0.100259,924,3.137900,15607.670000,-61.569000,253.497000,0.513100
43,2.780731,-0.060649,0.075320,39,0.002911,0.081726,839,3.611900,9517.460000,-38.286000,248.587000,0.481000
