EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.07,0.0005,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.07,0.0008,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.07,0.001,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.07,0.0015,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.07,0.002,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.07,0.0025,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.07,0.003,3.2655,2349.11,-31.341,-16.509,74.954,0.6238,False
0.08,0.0,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.08,0.0005,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.08,0.0008,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.08,0.001,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.08,0.0015,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.08,0.002,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.08,0.0025,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.08,0.003,3.601,4102.82,-31.341,-17.006,130.91,0.4933,False
0.09,0.0,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.09,0.0005,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.09,0.0008,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.09,0.001,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.09,0.0015,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.09,0.002,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.09,0.0025,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,False
0.09,0.003,3.7785,6015.66,-31.341,-16.439,191.944,0.4518,True
0.1,0.0,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.1,0.0005,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.1,0.0008,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.1,0.001,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.1,0.0015,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.1,0.002,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.1,0.0025,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.1,0.003,3.318,6415.97,-44.099,-29.216,145.489,0.4687,False
0.15,0.0,3.1478,8004.09,-56.566,-29.216,141.5,0.6476,False
0.15,0.0005,3.1478,8004.09,-56.566,-29.216,141.5,0.6476,False
0.15,0.0008,3.1478,8004.09,-56.566,-29.216,141.5,0.6476,False
0.15,0.001,3.1478,8004.09,-56.566,-29.216,141.5,0.6476,False
0.15,0.0015,3.1478,8004.09,-56.566,-29.216,141.5,0.6476,False
