EARLY_FILL_Y,EARLY_KILL_Y,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.07,0.0,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.07,0.0005,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.07,0.0008,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.07,0.001,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.07,0.0015,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.07,0.002,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.07,0.0025,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.07,0.003,3.2655,479.5,-16.707,-8.255,28.701,0.6238,False
0.08,0.0,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.08,0.0005,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.08,0.0008,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.08,0.001,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.08,0.0015,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.08,0.002,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.08,0.0025,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.08,0.003,3.601,670.41,-16.707,-8.503,40.129,0.4933,False
0.09,0.0,3.7785,842.96,-16.707,-8.22,50.457,0.4518,False
0.09,0.0005,3.7785,842.96,-16.707,-8.22,50.457,0.4518,False
0.09,0.0008,3.7785,842.96,-16.707,-8.22,50.457,0.4518,False
0.09,0.001,3.7785,842.96,-16.707,-8.22,50.457,0.4518,False
0.09,0.0015,3.7785,842.96,-16.707,-8.22,50.457,0.4518,False
0.09,0.002,3.7785,842.96,-16.707,-8.22,50.457,0.4518,False
0.09,0.0025,3.7785,842.96,-16.707,-8.22,50.457,0.4518,False
0.09,0.003,3.7785,842.96,-16.707,-8.22,50.457,0.4518,True
0.1,0.0,3.318,952.14,-23.796,-14.608,40.013,0.4687,False
0.1,0.0005,3.318,952.14,-23.796,-14.608,40.013,0.4687,False
0.1,0.0008,3.318,952.14,-23.796,-14.608,40.013,0.4687,False
0.1,0.001,3.318,952.14,-23.796,-14.608,40.013,0.4687,False
