EARLY_KILL_Y,PORT_SL,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.001,-0.055,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
0.001,-0.06,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.001,-0.065,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
0.001,-0.07,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
0.001,-0.075,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
0.001,-0.08,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.001,-0.085,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.001,-0.1,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.0015,-0.04,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
0.0015,-0.05,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
0.0015,-0.055,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
0.0015,-0.06,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.0015,-0.065,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
0.0015,-0.07,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
0.0015,-0.075,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
0.0015,-0.08,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.0015,-0.085,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.0015,-0.1,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.002,-0.04,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
0.002,-0.05,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
0.002,-0.055,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
0.002,-0.06,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.002,-0.065,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
0.002,-0.07,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
0.002,-0.075,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
0.002,-0.08,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.002,-0.085,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.002,-0.1,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.0025,-0.04,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
0.0025,-0.05,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
0.0025,-0.055,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
0.0025,-0.06,3.741,6484.63,-29.76,-17.606,217.894,0.4334,False
0.0025,-0.065,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
0.0025,-0.07,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
0.0025,-0.075,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
0.0025,-0.08,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.0025,-0.085,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.0025,-0.1,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.003,-0.04,3.0898,3255.17,-41.816,-20.251,77.845,0.439,False
0.003,-0.05,3.6516,5954.17,-33.647,-23.21,176.959,0.4014,False
0.003,-0.055,3.5235,5488.57,-35.251,-25.179,155.701,0.4268,False
0.003,-0.06,3.741,6484.63,-29.76,-17.606,217.894,0.4334,True
0.003,-0.065,3.6942,6200.93,-31.95,-17.01,194.084,0.444,False
0.003,-0.07,3.7188,6507.6,-28.997,-18.823,224.426,0.4499,False
0.003,-0.075,3.7771,6665.47,-29.098,-20.02,229.073,0.3993,False
0.003,-0.08,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.003,-0.085,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
0.003,-0.1,3.7759,6663.19,-29.245,-20.187,227.839,0.3997,False
